@N: MF916 |Option synthesis_strategy=base is enabled. 
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\clk_5hz.v":6:0:6:5|Removing sequential instance M1.Y1.clk2.div_cnt_3_0[21] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\clk_5hz.v":6:0:6:5|Removing sequential instance M1.Y1.clk2.div_cnt_3_0[22] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\clk_5hz.v":6:0:6:5|Removing sequential instance M1.Y1.clk2.div_cnt_3[23] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\clk_5hz.v":6:0:6:5|Removing sequential instance M1.Y1.clk2.div_cnt_3_0[24] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\clk_5hz.v":6:0:6:5|Removing sequential instance M1.Y1.clk2.div_cnt_3[25] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\clk_5hz.v":6:0:6:5|Removing sequential instance M1.Y1.clk2.div_cnt_3[26] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\clk_5hz.v":6:0:6:5|Removing sequential instance M1.Y1.clk2.div_cnt_4[0] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\clk_5hz.v":6:0:6:5|Removing sequential instance M1.Y1.clk2.div_cnt_4[1] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\clk_5hz.v":6:0:6:5|Removing sequential instance M1.Y1.clk2.div_cnt_4[2] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\clk_5hz.v":6:0:6:5|Removing sequential instance M1.Y1.clk2.div_cnt_4[3] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\clk_5hz.v":6:0:6:5|Removing sequential instance M1.Y1.clk2.div_cnt_4[5] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\clk_5hz.v":6:0:6:5|Removing sequential instance M1.Y1.clk2.div_cnt_4[6] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\clk_5hz.v":6:0:6:5|Removing sequential instance M1.Y1.clk2.div_cnt_4[7] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\clk_5hz.v":6:0:6:5|Removing sequential instance M1.Y1.clk2.div_cnt_4[8] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\clk_5hz.v":6:0:6:5|Removing sequential instance M1.Y1.clk2.div_cnt_4[9] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\clk_5hz.v":6:0:6:5|Removing sequential instance M1.Y1.clk2.div_cnt_4[10] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\clk_5hz.v":6:0:6:5|Removing sequential instance M1.Y1.clk2.div_cnt_4[11] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\clk_5hz.v":6:0:6:5|Removing sequential instance M1.Y1.clk2.div_cnt_4[12] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\clk_5hz.v":6:0:6:5|Removing sequential instance M1.Y1.clk2.div_cnt_4[13] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\clk_5hz.v":6:0:6:5|Removing sequential instance M1.Y1.clk2.div_cnt_4[14] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\clk_5hz.v":6:0:6:5|Removing sequential instance M1.Y1.clk2.div_cnt_4[15] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\clk_5hz.v":6:0:6:5|Removing sequential instance M1.Y1.clk2.div_cnt_4[16] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\clk_5hz.v":6:0:6:5|Removing sequential instance M1.Y1.clk2.div_cnt_4[17] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\clk_5hz.v":6:0:6:5|Removing sequential instance M1.Y1.clk2.div_cnt_4[18] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\clk_5hz.v":6:0:6:5|Removing sequential instance M1.Y1.clk2.div_cnt_4[19] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\clk_5hz.v":6:0:6:5|Removing sequential instance M1.Y1.clk2.div_cnt_4[20] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\clk_5hz.v":6:0:6:5|Removing sequential instance M1.Y1.clk2.div_cnt_4[21] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\clk_5hz.v":6:0:6:5|Removing sequential instance M1.Y1.clk2.div_cnt_4[22] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\clk_5hz.v":6:0:6:5|Removing sequential instance M1.Y1.clk2.div_cnt_4[23] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\clk_5hz.v":6:0:6:5|Removing sequential instance M1.Y1.clk2.div_cnt_4[24] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\clk_5hz.v":6:0:6:5|Removing sequential instance M1.Y1.clk2.div_cnt_4[25] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\clk_5hz.v":6:0:6:5|Removing sequential instance M1.Y1.clk2.div_cnt_4[26] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\controller.v":314:0:314:5|Removing sequential instance M1.xplace2_0_7[0] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\controller.v":314:0:314:5|Removing sequential instance M1.xplace2_0_7[1] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\controller.v":314:0:314:5|Removing sequential instance M1.xplace2_0_7[2] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\controller.v":314:0:314:5|Removing sequential instance M1.xplace2_0_7[3] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\controller.v":314:0:314:5|Removing sequential instance M1.xplace2_0_7[4] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\controller.v":314:0:314:5|Removing sequential instance M1.xplace2_0_7[5] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\controller.v":314:0:314:5|Removing sequential instance M1.xplace2_0_7[6] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\controller.v":314:0:314:5|Removing sequential instance M1.xplace2_0_7[8] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\controller.v":314:0:314:5|Removing sequential instance M1.xplace2_0_7[9] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\controller.v":314:0:314:5|Removing sequential instance M1.xplace2_0_7[10] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\controller.v":314:0:314:5|Removing sequential instance M1.xplace2_0_7[11] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\controller.v":314:0:314:5|Removing sequential instance M1.xplace2_0_7[12] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\controller.v":314:0:314:5|Removing sequential instance M1.xplace2_0_7[13] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\controller.v":314:0:314:5|Removing sequential instance M1.xplace2_0_7[14] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\controller.v":314:0:314:5|Removing sequential instance M1.xplace2_0_7[15] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\controller.v":314:0:314:5|Removing sequential instance M1.xplace2_0_7[16] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\controller.v":314:0:314:5|Removing sequential instance M1.xplace2_0_7[17] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\controller.v":314:0:314:5|Removing sequential instance M1.xplace2_0_7[18] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\controller.v":314:0:314:5|Removing sequential instance M1.xplace2_0_7[19] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\controller.v":314:0:314:5|Removing sequential instance M1.xplace2_0_7[20] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\controller.v":314:0:314:5|Removing sequential instance M1.xplace2_0_7[21] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\controller.v":314:0:314:5|Removing sequential instance M1.xplace2_0_7[22] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\controller.v":314:0:314:5|Removing sequential instance M1.xplace2_0_7[23] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\controller.v":314:0:314:5|Removing sequential instance M1.xplace2_0[8] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\controller.v":314:0:314:5|Removing sequential instance M1.xplace2_0[9] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\controller.v":314:0:314:5|Removing sequential instance M1.xplace2_0[10] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\controller.v":314:0:314:5|Removing sequential instance M1.xplace2_0[11] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\controller.v":314:0:314:5|Removing sequential instance M1.xplace2_0[12] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\controller.v":314:0:314:5|Removing sequential instance M1.xplace2_0[13] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\controller.v":314:0:314:5|Removing sequential instance M1.xplace2_0[14] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\controller.v":314:0:314:5|Removing sequential instance M1.xplace2_0[15] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\controller.v":314:0:314:5|Removing sequential instance M1.xplace2_0[16] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\controller.v":314:0:314:5|Removing sequential instance M1.xplace2_0[17] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\controller.v":314:0:314:5|Removing sequential instance M1.xplace2_0[18] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\controller.v":314:0:314:5|Removing sequential instance M1.xplace2_0[19] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\controller.v":314:0:314:5|Removing sequential instance M1.xplace2_0[20] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\controller.v":314:0:314:5|Removing sequential instance M1.xplace2_0[21] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\controller.v":314:0:314:5|Removing sequential instance M1.xplace2_0[22] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\controller.v":314:0:314:5|Removing sequential instance M1.xplace2_0[23] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\controller.v":314:0:314:5|Removing sequential instance M1.xplace2_0_0[1] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\controller.v":314:0:314:5|Removing sequential instance M1.xplace2_0_0[2] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\controller.v":314:0:314:5|Removing sequential instance M1.xplace2_0_0[3] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\controller.v":314:0:314:5|Removing sequential instance M1.xplace2_0_0[4] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\controller.v":314:0:314:5|Removing sequential instance M1.xplace2_0_0[5] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\controller.v":314:0:314:5|Removing sequential instance M1.xplace2_0_0[6] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\controller.v":314:0:314:5|Removing sequential instance M1.xplace2_0_0[7] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\controller.v":314:0:314:5|Removing sequential instance M1.xplace2_0_0[8] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\controller.v":314:0:314:5|Removing sequential instance M1.xplace2_0_0[9] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\controller.v":314:0:314:5|Removing sequential instance M1.xplace2_0_0[10] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\controller.v":314:0:314:5|Removing sequential instance M1.xplace2_0_0[11] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\controller.v":314:0:314:5|Removing sequential instance M1.xplace2_0_0[12] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\controller.v":314:0:314:5|Removing sequential instance M1.xplace2_0_0[13] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\controller.v":314:0:314:5|Removing sequential instance M1.xplace2_0_0[14] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\controller.v":314:0:314:5|Removing sequential instance M1.xplace2_0_0[15] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\controller.v":314:0:314:5|Removing sequential instance M1.xplace2_0_0[16] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\controller.v":314:0:314:5|Removing sequential instance M1.xplace2_0_0[17] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\controller.v":314:0:314:5|Removing sequential instance M1.xplace2_0_0[18] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\controller.v":314:0:314:5|Removing sequential instance M1.xplace2_0_0[19] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\controller.v":314:0:314:5|Removing sequential instance M1.xplace2_0_0[20] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\controller.v":314:0:314:5|Removing sequential instance M1.xplace2_0_0[21] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\controller.v":314:0:314:5|Removing sequential instance M1.xplace2_0_0[22] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\controller.v":314:0:314:5|Removing sequential instance M1.xplace2_0_0[23] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\controller.v":314:0:314:5|Removing sequential instance M1.xplace2_0_1[0] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\controller.v":314:0:314:5|Removing sequential instance M1.xplace2_0_1[2] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\controller.v":314:0:314:5|Removing sequential instance M1.xplace2_0_1[3] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\controller.v":314:0:314:5|Removing sequential instance M1.xplace2_0_1[4] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\controller.v":314:0:314:5|Removing sequential instance M1.xplace2_0_1[5] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\controller.v":314:0:314:5|Removing sequential instance M1.xplace2_0_1[6] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\controller.v":314:0:314:5|Removing sequential instance M1.xplace2_0_1[7] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\controller.v":314:0:314:5|Removing sequential instance M1.xplace2_0_1[8] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\controller.v":314:0:314:5|Removing sequential instance M1.xplace2_0_1[9] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\controller.v":314:0:314:5|Removing sequential instance M1.xplace2_0_1[10] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\controller.v":314:0:314:5|Removing sequential instance M1.xplace2_0_1[11] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\controller.v":314:0:314:5|Removing sequential instance M1.xplace2_0_1[12] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\controller.v":314:0:314:5|Removing sequential instance M1.xplace2_0_1[13] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\controller.v":314:0:314:5|Removing sequential instance M1.xplace2_0_1[14] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\controller.v":314:0:314:5|Removing sequential instance M1.xplace2_0_1[15] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\controller.v":314:0:314:5|Removing sequential instance M1.xplace2_0_1[16] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\controller.v":314:0:314:5|Removing sequential instance M1.xplace2_0_1[17] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\controller.v":314:0:314:5|Removing sequential instance M1.xplace2_0_1[18] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\controller.v":314:0:314:5|Removing sequential instance M1.xplace2_0_1[19] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\controller.v":314:0:314:5|Removing sequential instance M1.xplace2_0_1[20] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\controller.v":314:0:314:5|Removing sequential instance M1.xplace2_0_1[21] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\controller.v":314:0:314:5|Removing sequential instance M1.xplace2_0_1[22] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\controller.v":314:0:314:5|Removing sequential instance M1.xplace2_0_1[23] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\controller.v":314:0:314:5|Removing sequential instance M1.xplace2_0_2[0] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\controller.v":314:0:314:5|Removing sequential instance M1.xplace2_0_2[1] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\controller.v":314:0:314:5|Removing sequential instance M1.xplace2_0_2[3] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\controller.v":314:0:314:5|Removing sequential instance M1.xplace2_0_2[4] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\controller.v":314:0:314:5|Removing sequential instance M1.xplace2_0_2[5] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\controller.v":314:0:314:5|Removing sequential instance M1.xplace2_0_2[6] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\controller.v":314:0:314:5|Removing sequential instance M1.xplace2_0_2[7] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\controller.v":314:0:314:5|Removing sequential instance M1.xplace2_0_2[8] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\controller.v":314:0:314:5|Removing sequential instance M1.xplace2_0_2[9] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\controller.v":314:0:314:5|Removing sequential instance M1.xplace2_0_2[10] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\controller.v":314:0:314:5|Removing sequential instance M1.xplace2_0_2[11] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\controller.v":314:0:314:5|Removing sequential instance M1.xplace2_0_2[12] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\controller.v":314:0:314:5|Removing sequential instance M1.xplace2_0_2[13] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\controller.v":314:0:314:5|Removing sequential instance M1.xplace2_0_2[14] (in view: work.top(verilog)) because it does not drive other instances.
